max_delay_s,median_delay_s,min_delay_s,n_both,n_delay_samples,n_deployed_tokens,n_launched_no_deploy_seen,n_launched_tokens,p10_delay_s,p90_delay_s
0,0,0,266221,266221,266221,0,266221,0,0
