task,source,remark,signature,slot,index_in_block,block_time_utc,mint,spend_sol_equiv,stable_usd_spent,rate_usd_per_sol,rate_source,pool_vault,pool_owner,quote_mint,split_route,price_0,price_30s,growth_30s,last_trade_is_source_30s,why_no_growth_30s,price_60s,growth_60s,last_trade_is_source_60s,why_no_growth_60s,crowd_30s,crowd_30s_copy_wallets,crowd_30s_rule2,why_no_crowd,dt8,dt8_slot,dt8_lag_slots,dt8_index_in_block,dt8_before_source,dt8_sig,dt8_why,window_tx_30s,window_tx_60s,price_30s_sig,price_60s_sig,anchor_slot
BATCH-3,Fvkc2thk1YcAASdR2gi8uf9n67JW9Dqqr9iRd99MDhoB,Brez,2zBvvJt8xFkSiaXuRqDRGTHf85B3WuGf2qnVFYEtxKwmEybUSsxnYUz7Cn2bfkAmKNt4rf2TvKFrJfgRgtiGs59D,448840542,441,2026-09-20T20:33:14Z,FSJfPYF6VjuDuUxMFdUrCEkVr96bhC5oXKhv4o6JJxiK,7.337815,1000.0,136.28035246818243,same_tx,8fptc8TAf4g3RCgjWzTesLVL9k85JQcjkUS9B69k2cs7,9skwAP585Et2bs6TS9KJ6SrAzXgSjxPgs8xDLes2uWHS,So11111111111111111111111111111111111111112,False,8.094949549252654375621465231E-7,,,,история хранилища в окне не выкачана,,,,история хранилища в окне не выкачана,,,,окно не выкачано целиком (> 10000 подписей),нет,,,,,,,0,4004,,,448840773
BATCH-3,Fvkc2thk1YcAASdR2gi8uf9n67JW9Dqqr9iRd99MDhoB,Brez,632na1g6tetiRQG9g7SFUSHhbmWEGt5is83yMJVxTMPJ9692fzKDDk2EYhRqk6tGuxnvVdQZgajqfYrfb9e4v4m6,448851355,953,2026-09-20T21:21:20Z,BJ9mPPkCqnMisMiv7JQW7MJ2fgDyjm9udmwHZuJ2YcTf,9.104573,1000.0,109.84156287197311,same_tx,DDQFcwmwCxQyY48jWAhDEKPH1RRVteppTbLpTnYduXz2,CKdWdZ7bAWw84h5WKEpKkQmFFoqXQgn5YCP56vPhTiXq,So11111111111111111111111111111111111111112,False,0.000001701085787511648598816563217,,,,история хранилища в окне не выкачана,,,,история хранилища в окне не выкачана,,,,окно не выкачано целиком (> 10000 подписей),нет,,,,,,,0,3398,,,448851580
BATCH-3,Fvkc2thk1YcAASdR2gi8uf9n67JW9Dqqr9iRd99MDhoB,Brez,4iRPpNvawbYNJM7HWXhCgqSgBVRQ9J68kbYMW9Sffo3bShz1da2Tvhv3C3AuFwUWKmAEtXvGjiBTsgrLTjeeY9mk,449197022,553,2026-09-21T23:00:29Z,8TSUhXRhpEFtUVfDFAQdYCwgp2mEbs2jQk7tAYc1pump,5.860404,700.0,119.44569465046358,same_tx,AutH1PvGhJ2G9uaovUvdzapgKjNfTdqkL8TyPMdYKWzM,3sAKhjvVFFMWFNhhLhgZztk6RomyR4EXMRMAPYULEpKJ,So11111111111111111111111111111111111111112,False,3.787803172844070868304541709E-7,,,,история хранилища в окне не выкачана,,,,история хранилища в окне не выкачана,,,,окно не выкачано целиком (> 10000 подписей),нет,,,,,,,0,2246,,,449197247
BATCH-3,Fvkc2thk1YcAASdR2gi8uf9n67JW9Dqqr9iRd99MDhoB,Brez,27SyL58fh2cUFzVpNbfqKGJ1xhW1en3isCxzKoNQheKTfuBLMtPnPUFjPnjArSVcDZnvagcFQhaRq8PZtMLKJRx5,449270047,260,2026-09-22T04:25:32Z,9DdHxVe1BSPaTy3iGEwvWsooRchNLK61XFAvzot59FwD,25.696745,3000.0,116.74630527958665,same_tx,DRffoqzBzUvXdAGmR3WCWTHjbhqvKoMtansMa4vbjpq3,7LkLGUUwAASDy85V3YEogtkwdzDKEYFhADp41MXr6wZ,So11111111111111111111111111111111111111112,True,0.000003088982892722446248537926123,,,,история хранилища в окне не выкачана,,,,история хранилища в окне не выкачана,,,,окно не выкачано целиком (> 10000 подписей),нет,,,,,,,1794,6176,,,449270283
BATCH-3,Fvkc2thk1YcAASdR2gi8uf9n67JW9Dqqr9iRd99MDhoB,Brez,24Q2bDsXYB25QaL6M55X2vrxGgC2U8uGHmJxrGpoMswMT5eg5pjrJPuuQAaBsfe1sdkVhXnwbdWK6K7ur2oQoyET,449270836,161,2026-09-22T04:29:03Z,EgrQxdckmSBEzKXzMD6PxjYdwsMcBpJjW8dx3RBWx4By,8.5609,1000.0,116.81766786753475,same_tx,A9gm3d29eun5r6s6kUD7xn85hVHXTBsfQh3LG6eGvU52,97iQDCZgrEyCjxynLmd6yKaBBg5UitdEzuY5rR2EpkCP,So11111111111111111111111111111111111111112,False,0.000002453480951195582672860700006,0.000002701009525607111129203058615,1.100889,False,,0.000002444578241448521505278780557,0.996371,False,,,,,в окне 30 с 3034 транзакций > предела 1500,нет,,,,,,,3034,5362,hWQJvZjG48aYWvjaMgsYL5jyh64f9BXggAFFArjcxYfczhbLTARhKgxoVMFMiFxKEtYD81QidC63SGTr5mcGqSL,4XUaczy2fQHMGTGqRD5XWEZntgDVTSxbD7A3z25NFpA6EWqUYHDCqbTu3CVcF8wdsANeh2jXAxGqhhrnHMiqSyxr,449271072
BATCH-3,Fvkc2thk1YcAASdR2gi8uf9n67JW9Dqqr9iRd99MDhoB,Brez,4cnGsvHnoFN9qirpbPaHcsLdMkQZ3zdiX62ABrEEU8haXq3be9ob8ZeHvRbJUCXCQAYJE4gFYRXLdqNwsqvnf7i8,449452659,1215,2026-09-22T17:57:50Z,DFmkM8ZhfvkuzWz5gyMEkH2ocLP7qxyCaSme9TYqGczN,8.476418,1000.0,117.97436311529366,same_tx,YiRtZs9RtSQ1vdYxFagMfoNWqM63tdusAbzWj7y6iAc,YqkBfiwLrqiXM8B3bssp2NjtiGhMWegysbtB5bjb9gc,So11111111111111111111111111111111111111112,False,0.000002812876175917740039625501543,,,,история хранилища в окне не выкачана,,,,история хранилища в окне не выкачана,,,,окно не выкачано целиком (> 10000 подписей),нет,,,,,,,14,3082,,,449452884
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,3KMMQjjpd9wwTFbHuEh3e4yJ4cuHAPzkGKh5mfF46uzH2cfVbqHQJqk9RjpGVwdaHub2rLY6aLEKyP3iatVZQN8i,448217768,662,2026-09-18T22:26:09Z,CuDP8ohRfj72Aw8bfLE5ox5Cox2wtVv51iWBbGLQDtRD,2.413897,1688.145431,699.3444746176299,same_tx,6NHAo5e49RWNvhwEbopndNBAxgJWjpUWSvHG1iySXRHn,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,suifhC9gU1VbJAPYPTBkHJyyyStKGLLYPVDTmPoqbvA,False,0.0001367951261014280648608539260,0.0001961373450958490169282201070,1.433804,False,,0.0002281013219817734008461276592,1.667467,False,,47,0,0,,нет,,,,,,,97,129,4LNcZP9fd31c3fczuar37qzrxuvgiHUsMHCpHUwhDagiRMiT1zkj3cYxbzQYHDz3ZjyShfhQGXPypfbobbLqUMCZ,VNB76nQ8jX3j1dDGSin6vo6rToaDMXZXK6FFuYwi5yYSu1nkRufosVPA1rJJpdDjh2YJ19xe4hiAdZiDXyfDWAf,448217999
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,YTy1ua2pN9qZZfkBM2tkh4jM1DYyUEvYZ2wZRxNECJgWyLdB9yoSYYWKToRQdPPNYyXAa2s9tCXUGPj9cAa5ycp,448271754,623,2026-09-19T02:26:04Z,53rZTtfGghxqdd6qTeDdfS8MBqg2CTyQeLW1LHCRpump,27.780497,3154.555608,113.55288449985787,same_tx,J5mkj3gmWv41GMfscFjHrT69cWfG8HJgL3x2zrtoUr4m,EyTL6ovdNrrnfyuvfsEkFDAmGk8nbt2dkxG6AdubaXC4,So11111111111111111111111111111111111111112,False,0.000001940552227569377478708808531,,,,история хранилища в окне не выкачана,,,,история хранилища в окне не выкачана,,,,окно не выкачано целиком (> 10000 подписей),нет,,,,,,,2313,5459,,,448271985
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,3y8udqvjW4NQfMAevfod3gpFRUCsbruVtNPhDZm93yZqGcsJSWK4wSyh7DBTVJPYqLURAVSFbGEPum9TypGm1rwC,448452307,329,2026-09-19T15:46:49Z,fvHLJUwsynVHJrssbZ8MLNyku9jt2izUspbBD4Spump,71.230343,7961.53468,111.77167327946407,same_tx,G7NXwZjF82GmV3eGV7HY4GzW5wZvhkKz63qEbYDmFp3W,8qwgwpdfbBMNhdG76bDmtvLeSqtG9cEwuGGy6wGKhTB9,So11111111111111111111111111111111111111112,False,0.00001423446324481364072598051457,,,,история хранилища в окне не выкачана,,,,история хранилища в окне не выкачана,,,,окно не выкачано целиком (> 10000 подписей),нет,,,,,,,1982,5437,,,448452543
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,JFPJEgfXH2PEfssK799nob9KE6J5Lk4PLcD1xRqqieTUP6rxksXTZAR7eA1jrVU7ejychsqwf6JvN2pd4M5hAqY,448458292,249,2026-09-19T16:13:35Z,98rAFRoTjWVS6au9zRHcLuc3NdfaXQzvR6wJLKu2pump,22.943866,2000.0,87.16926815364909,same_tx,A98LtFYX5BTmAXWTvnW31PLLnHzkm81S89guu9cNTcmx,CMhv5RKL7axdiMoaesxqJLvAb7rJiSbR7RnH6eMPvqtS,So11111111111111111111111111111111111111112,False,0.000001082431891056816188832940629,0.000001862738553870511953626332278,1.720883,False,,0.000001679984076724894263237514167,1.552046,False,,,,,в окне 30 с 2218 транзакций > предела 1500,да,448458293,1,8,False,65WA3e1VhP8Ynsyg1Jv7onsvDciZSFB7zNzwvpHXQ56gzg4KgqteQr57qKX8q8hTBehyW6mkx2E8sKN66oHQ1Q6t,,2218,4657,4PqeJHw6R88MCzEuVXo6EnuHrYcu5iLTzpjfkUjgKRGVzRvByiA2fwk14hK4HF3EiQric2HEB7H4G8T1XUx1ox9h,4CXgGTLn7z8t8LFEdT8wTJanuNLVrb2BepSALrRt81MBLiu53hLtxL5w2k4VGwVvAW4Te47TA9mcgH58fjDyspcq,448458517
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,kPBzLHKEpV78SkiT9RA3DMTGSGp6EfSJXQBHsxAHEcVueA7yGMaEGmKBuLzkMXDU7ueQLe9DLSwKpojqrg2fmn4,448458938,712,2026-09-19T16:16:29Z,FhRfUoGTgQYJ1EJGcNtqr1Qxt4AA3K1Honikzjxkakr7,35.845323,4000.0,111.59056817592968,ref_pool:wsP9w1nm35KRkq5u,2HeVuL4v4hfqZ4PZc1w2wJaKuSkhrY6LYkrLTTGbUBJU,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,4sWNB8zGWHkh6UnmwiEtzNxL4XrN7uK9tosbESbJFfVs,False,0.003345013807229297621564701606,0.004208791397939853502843394601,1.258228,False,,0.003796215559198535428408902189,1.134888,False,,130,1,0,,нет,,,,,,,298,508,2kNaYC4pMiDpir2Rk7SJhH2TmLKkARE41ZWVNHGAWnT8rwJy1hDf3pywDkhXotR66Lm9breTHK7LMAkZQLdFe27a,4z4v8MqNAfsBf7VqRe3vp8Uux688JApQwK5EDwe679pyWBeJMMhytpE1UDST8GNFHtC3JVwGLsFsaTYMY5capf57,448459175
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,3GJmYGBc1p68XHJMT5aE4HKygU32VUznVN48xkQwM47NrAmEYebR2cq2rYkqgw9Ua2pToAicmKAVB78MrXLajH6e,448480387,896,2026-09-19T17:52:04Z,CuDP8ohRfj72Aw8bfLE5ox5Cox2wtVv51iWBbGLQDtRD,12.708197,1417.0,111.5028354195139,same_tx,6NHAo5e49RWNvhwEbopndNBAxgJWjpUWSvHG1iySXRHn,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,suifhC9gU1VbJAPYPTBkHJyyyStKGLLYPVDTmPoqbvA,False,0.00009054989253896477479034040579,0.0001569222489620890315680684050,1.732992,False,,0.0001541668317168731846150767324,1.702562,False,,68,1,0,,нет,,,,,,,99,132,5vxynQfrdguKHVLfeRWNZSJQBJ8gGVNwFGf7L35WqAGFNA72898aUjYTM8TL3FtMvU1cP5C5nD8P18tE6NLg45qH,K7UzySi1h5SpXwa7gpg6rxYTEHjMsFNvZGqoRYR4R3YM931fjjJVKdQ667p8fHLT9b5n8YCNmSnKmLVfzddEe8u,448480623
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,2YkVwvPeVZRyAH9SyVfKJzgYC3rYdLyzEaxZ8qWdpUZ6PgDJRb7gF4utU11VqKJDQ3A8MMtxLpzhASDy9LtZdR7C,448485811,1073,2026-09-19T18:16:16Z,A3pqYpCnTRrauegTo5Gvo5TV8M1mRzaNYTmairLHrGg5,9.925314,1500.0,151.13711508496849,same_tx,8Rr2GWDjZMf4ee8ZJPqygexNBPZ6Cr8SEd5fD4J6T4DN,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,BBosJLw8ZzoATiEyywiifx7AgmrD2Cm3XjFWbhbRhChy,False,0.00001068260100799024812398852142,0.00001570967730305801244258077885,1.470585,False,,0.00001546416789384349543326910432,1.447603,False,,60,0,1,,нет,,,,,,,143,193,41oCqQ9M6cEkcLyNkLA46ic1KbnfHmkB8iHBjxyT5ABqC8zhaBTa55ZgtTZP3YNAqh1NQaWS94DzbJrxokQBAWpZ,3eNYER8JCdkfvmprMXGXQev1Xk4kxSsEsLTCAjo4wkiekGxBuTqJNQduPq6SBvDymdj67xXk5MuR2jMqqrdqTMnw,448486047
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,2YDDBzPd3tbUfvRCVPvdRo1WvWZxQx8adcaymwK4E1UqTf579TW7nru1GrmfXNnwNxRpaWwk4Dzzt1ueeJ8rrrUq,448486982,12,2026-09-19T18:21:30Z,Bc3qHg2vppBvuW8gbamt1NDJxhc1EZs92Mpnn4jhDh2W,7.389179,821.0,111.1084136727633,ref_pool:2XkQFEdqNLTCNwiF,DJYj1iu7JogEc6jXsp7mnaTdqMLtP3WTCWg4yHuaTngq,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,USNv3NkKA27Dh4nsHJDPhW4VoEcTQmjoZyJt2dqdwFu,False,2.792776815191483370350766103E-7,4.842244170774104902108877873E-7,1.733846,False,,4.454781049865300512332163616E-7,1.595108,False,,46,1,0,,нет,,,,,,,93,117,25eKxN5bXEboKiAw3xQjY8V5tPTAqyis8me62jT7jPn3M198Ui9MBpkSfu7WBvLfFpUimrzwSgx8CCHpFmypdqfX,4pcunMGQUE4WiL7rVcTJdAvUgbfGLZ9USki85ZFfYt3V5uzS3xDewQSmd5NeDAQKegqtwF9QaSV9LpQxd9mQc8Rs,448487218
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,2dwKUAL8mEtjSs95oxYMcfRThDy6xevSihfZNQn4GgR97N12MFCWskYmUT6BPT7mCi43ZcgM4jhioHGjBtjRYeGL,448494485,825,2026-09-19T18:54:47Z,EPeReW6ScEqdeC7eVDceLuJDLrW7m1ggnaenSeQoP9b2,4.505833,500.0,110.96726887624003,same_tx,Gc2tiszvZKhRpndcAoV97MqExhVaGMNb64R5iK67WFff,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,5UUH9RTDiSpq6HKS6bp4NdU9PNJpXRXuiw6ShBTBhgH2,False,0.0003095050598874954092950198808,,,,ликвидность пула снята до точки (2Bnc436CKXvd),,,,ликвидность пула снята до точки (2Bnc436CKXvd),119,0,3,,нет,,,,,,,275,404,,,448494716
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,4YqBKZVT7qfayEpMNgR2sv8h742BZ5QRBzT9at7fnKNEtKC6zR35syB9ZgjfWsub36jRUCkNDrAS3vjVUJHvW4Xx,448505287,660,2026-09-19T19:42:52Z,BtFegYSVBRxyiKj3pDotZm4eASjoD51x6vp1VuryB12K,24.563136,3500.0,142.48994764770154,same_tx,DdyThEVTvmBd8cUCmUQrqRrNe79VatpgnYKsEM88FPHE,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,PEPEqnuuCDbBC89p1u9vpnP1KQ2oj1xTcQBsjt9X55m,False,57.43749879683991584169780845,66.83755655967262292126375885,1.163657,False,,64.07207581976223375355927054,1.11551,False,,81,1,2,,нет,,,,,,,223,319,5BjjB4Ko372kxKTyEuTRALp4gwWtcFweCJiGsUr4TG3Z7o5JGCwe7Gfb9HBaxYZp85Jj3XqWWt3LdD7UofMapBrU,5t3XeUGxMKmBQ8q2GShRueuGmpphTSWSu2ZpHKSDEGH173eGV9eHPDWJt3eJmxuypABPCQHyB3wHPiaeYUYshvon,448505512
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,3Xeot9rmjcdTM2VkgF2KJQdAQfaNUWjbCf3w2iTWqi31jnz1cRcz7oJapptZujU7ASMAyorYkUFZtyUC3rYxJknF,448540142,22,2026-09-19T22:18:04Z,2RSnd9sEt7kyLBtDr262xBNwBsgegz5qcSFtDeSkFLEX,27.210841,3000.0,110.25017597264039,same_tx,EJL3pCFssKUE3oLHHsAatRvRMvh56DYbXVPmk3EfvHSb,FaR2sfLo3Vyoe31QwCxKEc27c8P1Pp4d7LCZMpTzEFPd,So11111111111111111111111111111111111111112,False,0.000003458806819804252730838198065,0.000003929329836098534574115387960,1.136036,False,,0.000003996050791249849511686105660,1.155326,False,,145,1,1,,нет,,,,,,,1253,3169,2q9cWwsZm9hSNxgEJXrGv4Bt9BTtqWpynEEckKins8GDoiH2ejXvkhYE2pZoXAcr8tqPYJVdx6fnvrU5ZQkZoP1e,23SkL85yxj9FkeJKng81C2DD8SJPAGBwNbXzW5FfRw3tnvsRA1DBoxyMM53ZaHTkcKknXouy7Mcuytzryfos9F7H,448540367
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,5GoYSTH9KiUASHiJSBLm4M4TG4B8wHYPBwhAQWMPhueGeiE2ohiwgxpXeiFo5Gjf9aTcAVqXNUPB7KV59qoeaMTZ,448547906,1000,2026-09-19T22:52:44Z,GTBxUiw6wJdmmkCGZgRHLyYxqu1vG4KtRpeox6yDpump,90.342387,10000.0,110.69001268129249,same_tx,HTidV2sP78KPwc2sfbqFhTvpPJtppkwrLwyteDAzq1Xb,CJab6RE2KNdhCLdY9sBxpijxpFegduaFg83UtEehLPh9,So11111111111111111111111111111111111111112,True,0.00002830041156694440950937668643,,,,история хранилища в окне не выкачана,,,,история хранилища в окне не выкачана,,,,окно не выкачано целиком (> 10000 подписей),нет,,,,,,,2325,8402,,,448548137
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,D4uv2D5u2bWqTSmKyjuLie4dVd4xffoq88g6zc9AemGjukeeQRMDWQovWhLMrafXRi5GfDVKjptMyx9sHe4vWUz,448561814,595,2026-09-19T23:54:42Z,DS3tKJeEscfe753pSXNiG1HrDMos2sobkBKyabNZpump,13.458077,1500.0,111.45722787652106,same_tx,7rvF1evhkGhEyzvCDv8K7JJCyHfQFxegNKsVSFN2c8Wj,LfAaZ14vVF5uWviGrHESLaqmTqLJw6UKDLa2wemuqk5,PEPEqnuuCDbBC89p1u9vpnP1KQ2oj1xTcQBsjt9X55m,False,17.00791925265388485025738042,26.16981294548239365681641006,1.538684,False,,24.12915216874396137483521369,1.418701,False,,113,1,0,,нет,,,,,,,215,341,3ZkW8nhtinSNwM1JKbxR3d8nBBNgirUtCuWY65GPktRxme5LhH4nFbCvhHGQbeNRpuKLpqtdJ1CC8L6DeuVjgaaw,62tGUJvZggnn7DfAnxE1nVfrAhy3X9ToVyfQUNMZxDEauPJddfQyd6Rrfy9o4hq2yE1vw1GJQVZcbvVYTKpDRZKN,448562039
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,VEFpoLZQRXaP1zdQUKa2h43S2eJ2i1GhXoLr5uZkRcmJYehb1VHGAbLFozka9vGssTVjRUjawpbyCjXnH54UXsM,448635036,690,2026-09-20T05:19:57Z,9LAcK5XfutibvzXAqNMjVCL5FRuSTv2TVNxnLK5QExUt,18.520595,2016.403949,108.87360337907108,same_tx,6MdUW8jG7bJ432Ap9TvKAargSUqaUauK4Q7pV6qLhLzG,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,J3NKxxXZcnNiMjKw9hYb2K4LUxgwB6t1FtPtQVsv3KFr,False,0.0002204879262135562383451575957,0.0003764566760498875812060299903,1.70738,False,,0.0003540977681574135539554327781,1.605974,False,,37,0,1,,нет,,,,,,,93,118,45FCFMoP6jtWwSAAXwMUHjVx9MLB6CXSRJ5mv6pteAyoWEaWscoYweaTPSeTJSKve3onFEPU6sMn5XvmV1bbYHM5,kTPYEH3iLYnLNByfJfj91Tu2tS381yJ2KT8HAtn4PsxX28HNcGExDEve8Lo2BMdntJJe4dB39YzgXXjPYxfnhJA,448635267
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,4xqseHbnNMF6UkpBHbDdfbZi7Sx8JPCFcoPUPZ4zt97yNTXN13AGdveUqLdez4RaHiaHTSeCFzMRE6Bscp6ibyz5,448860795,367,2026-09-20T22:03:23Z,CuDP8ohRfj72Aw8bfLE5ox5Cox2wtVv51iWBbGLQDtRD,5.35121,2376.601634,444.1241486784763,same_tx,6NHAo5e49RWNvhwEbopndNBAxgJWjpUWSvHG1iySXRHn,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,suifhC9gU1VbJAPYPTBkHJyyyStKGLLYPVDTmPoqbvA,False,0.0001288579660239812400012371244,0.0001973907469128900008025226287,1.531847,False,,0.0002032255171244689145453321624,1.577128,False,,38,1,0,,нет,,,,,,,56,99,5CdU36pbgDE8UKd6oCvuohjQCjYL4ggY8ZJSDrPzAiPkKBgBkZVaU2Yr15XFASciGonLb1BKNAQHcb2zC3z2pg7e,27W5kx6JWcnDJ8Lmq18E1njf8LdFeyksFgU5J8j2JCaABu4eZQQDqYc5ZJMDNFJM1qiwrWD6WcXDuuKUpjrAsFzm,448861020
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,2Xs3kEcJZBacrEEksJxbkETuatmTWepdQXc5ot3ozVwtzH4PetHaN2irbPBRk5o6CUreHbLr5WWunCYQmMXk1ZhA,448883702,1303,2026-09-20T23:45:32Z,Wb33GwzjQLvvVhV2XB3YonQZQFM9zhXiU7AZB931Uts,51.45448,5715.822649,111.08503409660128,same_tx,51uCfoiGQXBt68qMNmUgz8YebL8i3xZnsuSsHnmRkPeA,9BsfHGVT28SqDdj5KgQscV7kciu7992x9fFQQqRu5oWF,So11111111111111111111111111111111111111112,False,0.000003081991926343088050128561245,0.000004100739617958961424982832681,1.330548,False,,0.000003934213797031687944476872370,1.276517,False,,,,,в окне 30 с 1582 транзакций > предела 1500,нет,,,,,,,1582,3441,4sbcbsAvEXLDBZRQSifNz8MqFqUp3YSBWb7SvMXkHyWLV4XfoE2tkSXg7UeTvRTFXb1Du9FbFVxRaisMB1imK949,4X7o3dRj4NEyvZLMX5XhfhS8QpWqFgkYSxp95jATe2QqZ2McKbqDeYyxzB4gwXw1SPqPL5hesyLp67JEifJpnRqp,448883938
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,3FWD94ZCW3KVkLR3ZABjMV2G6kbsMsAXhZAjqzdwz1QaoAt9FZoT31LECL9aJdFxocYAUF5RKJUrVfgUWhv45Gso,448948573,389,2026-09-21T04:34:21Z,74gq46gEsrWhuC3TDMyoEDKvbGpwVdxNYPGNS2CWTjuq,7.001545,779.170838,111.28555624448768,same_tx,6uYHpz7wKBUtcRgAnf6eyjFoXWoNdz4foG4FYNJpWzSW,2u7b1Jr6B8U4osaVkwKXtadBXJtA5e6NZbKQwsEYtuSh,,False,,,,,"пул: неоднозначная котировка: 2 встречных счетов (EPjFWd, Es9vMF)",,,,"пул: неоднозначная котировка: 2 встречных счетов (EPjFWd, Es9vMF)",173,1,1,,нет,,,,,,,653,839,,,448948804
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,3Dc2bCqNvTyiYhY24qhNze9tyHrydLXkkDJqD6z4e9gk5S5a9Gg64TmTvKc3DBTWqarWe1oraphJWA8TQ2RDEfhX,449090642,47,2026-09-21T15:05:48Z,EYMBTNraihZkLhjVQhDivPhjAWFgRF1By2zVd8rcNcGz,21.641023,5091.363745,235.26446435209817,same_tx,JCj15FqPnCq8rtBUjsyy9hS4UgqcNkCFtWhXppxaDEwv,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,URARfsinxCRw4JpvQhuT4CxavdZXZEMjv9ZwWmWpwag,True,0.000006170048559191190468367974657,0.000006364658613156943853144871503,1.031541,False,,0.000009547114334750611597970707719,1.547332,False,,122,1,6,,нет,,,,,,,1292,2333,5Th3nteFRHTCwuaxt1BkSQmY4c5QZrDAwPwLsKqhvxi23SpXwwi8kY4MQoR9viTMXtDgcb5YQRjyU4vbyRhMUSh3,MW2PphNkzaAuEPD7W27so6TAukjyMHyFEYJhy2NXi86iiP27pWnNh6DpfnRefZQzewWPAmg5YPGARQMJTwXVuS7,449090873
BATCH-3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,jg,3y7nAPSqqzmWtZhceXJDMbq52FAHJp9pB48fziCTfS75sPkPT5ZLi25JjrLYdsbreFRNY4yMZY7j9CzQ3S3F3xor,449248890,167,2026-09-22T02:51:20Z,8eMjbEgwqqBRLoHPFct6d5PRJeDuMD8d4AMhQKFYQceU,48.477063,5702.751897,117.6394835577376,same_tx,5LPTuQhaDGNafiQGV3hV1EsZ6qzHTFETf6pNjLjDB1zh,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,6GmAFSYs4gk3FDao5FzzySQpPZaWsa4rUJHacpMpUNgx,False,0.0007498838944126108539723174055,0.0008644604591231254550318145513,1.152792,False,,0.0009806474400563987494866921687,1.307732,False,,141,1,1,,нет,,,,,,,477,690,3br4gFLy5SgV8idtkwtvNhs3AZrhk2ZK7MXvWiC219foZ9hP1h61oApbtEUHVpnnk5pYsT1G6Y861VQuj4iHTvPa,22bYPnYzVAJ74CsyZ1rr6mqX7APMAtsXC9ADigBCPmZQrmTSgSKPGeBDwDbg5xFHa9HUWXh2ZiTWjcLZzkrgAm5z,449249121
