friday_utc,token_address,z1_end_n,z1_end_qty,z1_end_vol,z1_start_n,z1_start_qty,z1_start_vol,z2_end_n,z2_end_qty,z2_end_vol
2026-07-31 00:00:00,0x15cd20759ce7f3285c29a319de2d1a2e098c6f43,0,,,0,,,0,,
2026-08-07 00:00:00,0x15cd20759ce7f3285c29a319de2d1a2e098c6f43,0,,,0,,,0,,
2026-08-14 00:00:00,0x15cd20759ce7f3285c29a319de2d1a2e098c6f43,0,,,0,,,0,,
2026-08-21 00:00:00,0x15cd20759ce7f3285c29a319de2d1a2e098c6f43,0,,,0,,,0,,
2026-08-28 00:00:00,0x15cd20759ce7f3285c29a319de2d1a2e098c6f43,0,,,0,,,0,,
2026-07-03 00:00:00,0x1af6446f07eb1d97c546afc8c9544cbdf3ad5137,0,,,0,,,0,,
2026-07-10 00:00:00,0x1af6446f07eb1d97c546afc8c9544cbdf3ad5137,0,,,2,0.030166047836521697,1.9567935619140002,2,0.03016604259395022,1.957098704304
2026-07-17 00:00:00,0x1af6446f07eb1d97c546afc8c9544cbdf3ad5137,0,,,0,,,0,,
2026-07-24 00:00:00,0x1af6446f07eb1d97c546afc8c9544cbdf3ad5137,3,0.8669443991533055,50.63890033825231,0,,,0,,
2026-07-31 00:00:00,0x1af6446f07eb1d97c546afc8c9544cbdf3ad5137,0,,,2,1.261620238156206,74.92099999999999,2,0.8643042350907519,50.430033769493996
2026-08-07 00:00:00,0x1af6446f07eb1d97c546afc8c9544cbdf3ad5137,0,,,0,,,0,,
2026-08-14 00:00:00,0x1af6446f07eb1d97c546afc8c9544cbdf3ad5137,0,,,0,,,0,,
2026-08-21 00:00:00,0x1af6446f07eb1d97c546afc8c9544cbdf3ad5137,0,,,0,,,0,,
2026-08-28 00:00:00,0x1af6446f07eb1d97c546afc8c9544cbdf3ad5137,0,,,0,,,0,,
2026-07-03 00:00:00,0x1b0e319c6a659f002271b69db8a7df2f911c153e,0,,,0,,,0,,
2026-07-10 00:00:00,0x1b0e319c6a659f002271b69db8a7df2f911c153e,0,,,2,0.09406649755117764,1.9515983205480003,2,0.0940664830487367,1.951906649064
2026-07-17 00:00:00,0x1b0e319c6a659f002271b69db8a7df2f911c153e,1,0.08854779178619984,1.81881640508,0,,,6,0.25998701622216197,14.443658792819
2026-07-24 00:00:00,0x1b0e319c6a659f002271b69db8a7df2f911c153e,323,4618.234022288517,97815.08653223113,323,4606.121843605994,97567.09487190776,1305,14225.76655018015,300901.1899548735
2026-07-31 00:00:00,0x1b0e319c6a659f002271b69db8a7df2f911c153e,67,485.3655309363453,10593.125705634904,136,1083.5095257286735,23668.769645482622,1944,12306.059522913392,265707.14017545804
2026-08-07 00:00:00,0x1b0e319c6a659f002271b69db8a7df2f911c153e,269,3467.3382765828783,67187.67367911652,321,3416.3707041829,66812.75235628658,2494,33906.21519678677,666065.9746178624
2026-08-14 00:00:00,0x1b0e319c6a659f002271b69db8a7df2f911c153e,76,127.51064283636227,2393.4010559303642,176,1091.2679989131593,20447.10442449058,485,1978.574097943612,36940.45862338876
2026-08-21 00:00:00,0x1b0e319c6a659f002271b69db8a7df2f911c153e,119,542.0446048185972,9904.233091523321,324,4136.914085625093,75534.29686878166,323,982.471225672932,17972.539147075455
2026-08-28 00:00:00,0x1b0e319c6a659f002271b69db8a7df2f911c153e,4214,21202.325659744958,402191.133599137,1764,9880.24558314179,186811.59119875994,25538,142116.7354205345,2635349.8714791173
2026-07-03 00:00:00,0x1c690498150252222c275a5ced69d3a6b1f52d5e,0,,,0,,,0,,
2026-07-10 00:00:00,0x1c690498150252222c275a5ced69d3a6b1f52d5e,0,,,0,,,0,,
2026-07-17 00:00:00,0x1c690498150252222c275a5ced69d3a6b1f52d5e,0,,,0,,,0,,
2026-07-24 00:00:00,0x1c690498150252222c275a5ced69d3a6b1f52d5e,0,,,0,,,0,,
