last_trade,n_trades,pool_address_hex,project,token_bought_symbol,token_sold_symbol,total_vol_usd,version
2026-09-05 06:05:23.000 UTC,38456,FAB520051F96F4D2A32C22B6A3DD7FFFDF231BFE,uniswap,USDG,SGOV,6139694.610885053,3
2026-09-05 06:06:25.000 UTC,24994,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,TSM,USDG,6114584.968876871,4
2026-09-05 06:06:31.000 UTC,38697,FAB520051F96F4D2A32C22B6A3DD7FFFDF231BFE,uniswap,SGOV,USDG,6043229.248126178,3
2026-09-05 06:04:38.000 UTC,70080,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,SPCX,ETH,6023790.726468373,4
2026-09-05 06:06:18.000 UTC,22856,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,TSM,5940340.5084619345,4
2026-09-05 06:04:47.000 UTC,32367,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,QUBT,USDG,5931672.5813719025,4
2026-09-05 06:07:00.000 UTC,27977,70504A6FAFDBFB75FE971FAA4DD716E79AC5624C,uniswap,WETH,MSTR,5871504.864218903,3
2026-09-05 06:04:31.000 UTC,27290,98996E833EA35EC17C3645CA7B6DD40D188564C4,uniswap,GLD,WETH,5647244.865752716,3
2026-09-05 05:33:53.000 UTC,21596,47A2A145308D55EAA957920876AB626730EAF90B,ramsesxyz,USDG,SPY,5642090.438087963,cl
2026-09-05 06:03:06.000 UTC,27301,98996E833EA35EC17C3645CA7B6DD40D188564C4,uniswap,WETH,GLD,5624331.305626658,3
2026-09-05 05:50:03.000 UTC,21581,47A2A145308D55EAA957920876AB626730EAF90B,ramsesxyz,SPY,USDG,5523899.55278912,cl
2026-09-05 03:26:25.000 UTC,29873,0A0675689C2AD2A3ADE86539BCBD27B6C0764E9D,uniswap,USDG,GME,5498370.682005844,3
2026-09-05 06:05:23.000 UTC,24514,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,MU,USDG,5364226.415731023,4
2026-09-05 05:59:01.000 UTC,21624,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,MU,5323325.106055709,4
2026-09-05 06:05:16.000 UTC,27532,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,GME,5231537.167471434,4
2026-09-05 05:17:28.000 UTC,30379,0A0675689C2AD2A3ADE86539BCBD27B6C0764E9D,uniswap,GME,USDG,5152618.901146058,3
2026-09-05 06:04:11.000 UTC,27894,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,INDA,5147694.399431366,4
2026-09-05 06:06:25.000 UTC,32335,77BF6D7D6F18C2C0CA0673F95AF96A8812A3CB86,uponrh,TSLA,USDG,5115312.305806041,3
2026-09-05 06:02:22.000 UTC,28456,77BF6D7D6F18C2C0CA0673F95AF96A8812A3CB86,uponrh,USDG,TSLA,5098516.242487146,3
2026-09-05 05:41:21.000 UTC,39733,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,RDDT,USDG,4966295.412943156,4
2026-09-05 06:04:59.000 UTC,32965,6707AEAC7D0E519B083219D27BB427364363183A,uniswap,WETH,COIN,4932996.513511612,3
2026-09-05 06:05:36.000 UTC,16650,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,COST,4925444.715574285,4
2026-09-05 05:58:08.000 UTC,30491,6707AEAC7D0E519B083219D27BB427364363183A,uniswap,COIN,WETH,4925137.209679532,3
2026-09-05 06:06:27.000 UTC,29498,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,GME,USDG,4872115.6222011475,4
2026-09-05 06:05:36.000 UTC,27846,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,INDA,USDG,4830121.650986981,4
2026-09-05 06:05:47.000 UTC,10825,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,SPCX,WETH,4823259.6924603935,4
2026-09-05 06:05:17.000 UTC,35872,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,RDDT,4806665.352625765,4
2026-09-05 05:49:46.000 UTC,44999,F28521367B68A68FFC85ED6FAD4AF73C5FF7B24A,gigadex,NVDA,USDG,4737235.710797176,3
2026-09-05 05:49:49.000 UTC,40947,F28521367B68A68FFC85ED6FAD4AF73C5FF7B24A,gigadex,USDG,NVDA,4733810.019150991,3
2026-09-05 06:06:27.000 UTC,18786,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,COST,USDG,4601519.7588905,4
2026-09-05 06:06:00.000 UTC,37689,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,META,USDG,4470573.742187473,4
2026-09-05 06:02:48.000 UTC,36500,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,META,4453814.775039387,4
2026-09-05 06:05:08.000 UTC,11034,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,WETH,SPCX,4427990.35043445,4
2026-09-05 06:05:21.000 UTC,20025,8CB787E6C315D464775289BAD00FDD67D53ECB3D,uniswap,USDG,SLV,4391591.52104639,3
2026-09-05 06:06:53.000 UTC,30755,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,UPS,4385044.850694966,4
2026-09-05 05:59:43.000 UTC,22287,8CB787E6C315D464775289BAD00FDD67D53ECB3D,uniswap,SLV,USDG,4368921.764239084,3
2026-09-05 06:02:12.000 UTC,17185,6BA50150B17FFD0972915AAF04FFD5E8F4FA49B4,uniswap,USDG,SGOV,4333422.212462546,3
2026-09-05 06:01:05.000 UTC,33744,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,UPS,USDG,4272832.7110354155,4
2026-09-05 06:05:33.000 UTC,30059,59895C0302F41AEAA129D2FA2442CEC01E7EF45E,uniswap,USDG,NFLX,4250750.413491975,3
2026-09-05 05:47:39.000 UTC,16396,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,SNDK,USDG,4243849.524241338,4
2026-09-05 05:58:57.000 UTC,19244,6BA50150B17FFD0972915AAF04FFD5E8F4FA49B4,uniswap,SGOV,USDG,4238155.926048857,3
2026-09-05 06:06:28.000 UTC,30967,A7BB1AC63BBAB0C44316E6C8C455213441689167,uniswap,USDG,SPY,4198845.63644724,3
2026-09-05 06:06:57.000 UTC,31850,A7BB1AC63BBAB0C44316E6C8C455213441689167,uniswap,SPY,USDG,4197098.758623524,3
2026-09-05 05:59:51.000 UTC,30428,59895C0302F41AEAA129D2FA2442CEC01E7EF45E,uniswap,NFLX,USDG,4148438.9307030025,3
2026-09-05 05:56:07.000 UTC,41856,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,ETH,DJT,4109971.521843189,4
2026-09-05 04:02:50.000 UTC,44667,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,DJT,ETH,4081547.266175212,4
2026-09-05 06:06:33.000 UTC,21529,5AD1A528CD9DE3962CB6C75FF250E434887479C1,uponrh,SPY,USDG,4075633.6763313506,3
2026-09-05 06:06:20.000 UTC,19341,5AD1A528CD9DE3962CB6C75FF250E434887479C1,uponrh,USDG,SPY,4069262.7281016354,3
2026-09-05 05:54:10.000 UTC,15198,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,SNDK,3997668.1831360348,4
2026-09-05 05:49:33.000 UTC,23821,2EF5945CD5664876B6481FDACFAA2942995A4DA8,uniswap,USDG,RBLX,3927819.866821683,3
2026-09-05 06:04:53.000 UTC,25902,2EF5945CD5664876B6481FDACFAA2942995A4DA8,uniswap,RBLX,USDG,3917107.3448520293,3
2026-09-04 19:53:30.000 UTC,2322,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,WETH,DJT,3905010.137371487,4
2026-09-05 06:05:33.000 UTC,26827,851680416A4F4E1C463D45171D61ACDDBC8554C0,uniswap,USDG,PLTR,3765193.4018297126,3
2026-09-05 06:01:23.000 UTC,16326,A34D0667334074DF2D5BFD259E79E6B9CF1FA8BF,uniswap,USDG,MRNA,3700152.4554692227,3
2026-09-05 06:06:53.000 UTC,36922,4230750B3C69AE6054A3F778D75ADC2E9A27D70F,uponrh,MSFT,USDG,3695258.5515544065,3
2026-09-05 06:06:18.000 UTC,33825,4230750B3C69AE6054A3F778D75ADC2E9A27D70F,uponrh,USDG,MSFT,3695203.2019262174,3
2026-09-05 05:52:56.000 UTC,19106,A34D0667334074DF2D5BFD259E79E6B9CF1FA8BF,uniswap,MRNA,USDG,3687145.4503223062,3
2026-09-05 06:07:00.000 UTC,30843,851680416A4F4E1C463D45171D61ACDDBC8554C0,uniswap,PLTR,USDG,3671284.5921526263,3
2026-09-05 06:05:18.000 UTC,10689,0EBD4650C9E641E9745B5A508A2D46935DFE753E,uniswap,USDG,SNAP,3655905.0754705016,3
2026-09-05 05:50:36.000 UTC,14630,F4274130137EEE20BAD928B593D992716516CEB9,uniswap,USDG,LLY,3615470.564340804,3
2026-09-05 06:03:06.000 UTC,42474,DA0EE6B8EF5D3A2338A15621FABF6619070F1B64,uponrh,USDG,GME,3608718.5692443578,3
2026-09-04 18:59:41.000 UTC,1941,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,DJT,WETH,3606766.8691705014,4
2026-09-05 06:05:21.000 UTC,20220,C30C89CB7815A1488B7998D15EEC73961707FC5A,uniswap,DELL,USDG,3601957.835805438,3
2026-09-05 06:03:24.000 UTC,44469,DA0EE6B8EF5D3A2338A15621FABF6619070F1B64,uponrh,GME,USDG,3597045.121711245,3
2026-09-05 06:00:14.000 UTC,27423,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,PLTR,3537658.574625772,4
2026-09-05 05:56:21.000 UTC,23467,C0BE1CB0F674D9737C72B2A63FC542361185B807,uniswap,NVDA,WETH,3513805.9454472493,3
2026-09-05 05:58:01.000 UTC,13857,F4274130137EEE20BAD928B593D992716516CEB9,uniswap,LLY,USDG,3482758.6313195415,3
2026-09-05 06:02:40.000 UTC,10882,0EBD4650C9E641E9745B5A508A2D46935DFE753E,uniswap,SNAP,USDG,3461710.26757072,3
2026-09-05 06:07:00.000 UTC,28918,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,PLTR,USDG,3441925.5442830077,4
2026-09-05 06:06:43.000 UTC,18611,C30C89CB7815A1488B7998D15EEC73961707FC5A,uniswap,USDG,DELL,3420091.5881430297,3
2026-09-05 06:04:59.000 UTC,27190,C0BE1CB0F674D9737C72B2A63FC542361185B807,uniswap,WETH,NVDA,3413909.1071551247,3
2026-09-05 06:05:39.000 UTC,18083,A57AB582B310DD6F9E934EA1EEEA152741545E6A,uniswap,USDG,BABA,3410775.310276814,3
2026-09-05 06:05:59.000 UTC,19480,5CA3FE49388B244D66F60B03EDD940CC52B77B2E,uponrh,SNDK,USDG,3389737.2059374945,3
2026-09-05 06:06:57.000 UTC,16678,5CA3FE49388B244D66F60B03EDD940CC52B77B2E,uponrh,USDG,SNDK,3350566.864622428,3
2026-09-05 06:04:11.000 UTC,18541,A57AB582B310DD6F9E934EA1EEEA152741545E6A,uniswap,BABA,USDG,3258446.340893275,3
2026-09-05 06:06:41.000 UTC,27812,EB60BCD1D920AD6E102690CCFC6FB488899E1510,uniswap,USDG,MSFT,3234672.1995590474,3
2026-09-05 06:03:35.000 UTC,30953,EB60BCD1D920AD6E102690CCFC6FB488899E1510,uniswap,MSFT,USDG,3212493.2740168655,3
2026-09-05 05:59:48.000 UTC,20324,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,PFE,3193279.9406527886,4
2026-09-05 06:07:00.000 UTC,19602,17578C0E0D15DA44F31677263114F71AE76653EA,uniswap,MSTR,USDG,3079926.147173359,3
2026-09-05 06:06:25.000 UTC,19078,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,BULL,3019138.0731805656,4
2026-09-05 05:47:46.000 UTC,21809,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,PFE,USDG,3014509.58159217,4
2026-09-05 06:06:54.000 UTC,19606,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,IBM,USDG,3007338.8969238265,4
2026-09-05 06:05:09.000 UTC,16654,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,IBM,3002838.7449747347,4
2026-09-05 05:55:52.000 UTC,12303,227BBCE9A81B3694B01754298A983BE3F9E44A93,uniswap,USDG,QUBT,2974374.999356915,3
2026-09-05 06:06:57.000 UTC,18892,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,BB,2964865.6649684734,4
2026-09-05 06:04:51.000 UTC,11744,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,SGOV,USDG,2952801.2847483167,4
2026-09-05 06:04:23.000 UTC,13263,227BBCE9A81B3694B01754298A983BE3F9E44A93,uniswap,QUBT,USDG,2943714.8295956296,3
2026-09-05 05:46:46.000 UTC,18533,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,INTC,USDG,2928846.501872687,4
2026-09-05 05:24:11.000 UTC,20380,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,JNJ,USDG,2908455.3422304275,4
2026-09-05 05:50:11.000 UTC,16395,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,INTC,2906002.8028832497,4
2026-09-05 05:28:21.000 UTC,20023,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,JNJ,2872142.170434767,4
2026-09-05 04:52:08.000 UTC,26693,3E7A328024ABDC493991F44F0982C0AF64B391EB,gigadex,USDG,RDDT,2866365.482460594,3
2026-09-05 06:06:07.000 UTC,21441,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,BB,USDG,2863578.268924301,4
2026-09-05 06:06:49.000 UTC,19251,17578C0E0D15DA44F31677263114F71AE76653EA,uniswap,USDG,MSTR,2856623.702798313,3
2026-09-05 06:05:35.000 UTC,20286,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,BULL,USDG,2828702.693720259,4
2026-09-05 06:06:34.000 UTC,11094,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,SGOV,2825465.785130629,4
2026-09-05 05:45:38.000 UTC,27313,3E7A328024ABDC493991F44F0982C0AF64B391EB,gigadex,RDDT,USDG,2797502.257124384,3
2026-09-05 05:51:21.000 UTC,17343,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,SKHY,2788833.254495028,4
2026-09-05 05:51:41.000 UTC,16829,783C9BBB765047CFDD2B84B92B2CA9F11D34B7ED,uniswap,AAPL,USDG,2736209.8193522943,3
2026-09-05 03:20:28.000 UTC,16028,783C9BBB765047CFDD2B84B92B2CA9F11D34B7ED,uniswap,USDG,AAPL,2723544.611698951,3
2026-09-05 06:02:31.000 UTC,17921,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,SKHY,USDG,2698328.661535547,4
2026-09-05 06:01:23.000 UTC,13996,07E8EA83D4C1340774C8965125E26E12BF943BF1,uniswap,USDG,TSM,2600137.4966101493,3
2026-09-05 05:48:30.000 UTC,11280,93AF1DFBA0F8C904ACB30B3D353DC3670CB8D6DE,gigadex,MSTR,USDG,2565911.9202777543,3
2026-09-05 05:00:22.000 UTC,14522,07E8EA83D4C1340774C8965125E26E12BF943BF1,uniswap,TSM,USDG,2542126.6466771304,3
2026-09-05 05:49:09.000 UTC,11229,93AF1DFBA0F8C904ACB30B3D353DC3670CB8D6DE,gigadex,USDG,MSTR,2499218.354175862,3
2026-09-05 05:55:26.000 UTC,17008,B5E892F0FC6DAADDA5B927266FE7907E623E4843,uniswap,MRVL,USDG,2372487.64939066,3
2026-09-05 06:05:03.000 UTC,16550,B5E892F0FC6DAADDA5B927266FE7907E623E4843,uniswap,USDG,MRVL,2364060.5878995648,3
2026-09-05 06:06:57.000 UTC,22590,A953CA88FF430E9487C60CA34D757414F4EFDA07,uniswap,WETH,TSLA,2309409.786771482,3
2026-09-05 05:58:30.000 UTC,16526,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,WYFI,ETH,2286887.161260217,4
2026-09-05 05:38:21.000 UTC,16614,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,ETH,WYFI,2284946.234042783,4
2026-09-05 06:06:53.000 UTC,22950,A953CA88FF430E9487C60CA34D757414F4EFDA07,uniswap,TSLA,WETH,2266165.469607656,3
2026-09-05 05:48:14.000 UTC,6585,6F7368F0DD18A4E1DB631095363D109E6ADE9293,ramsesxyz,USDG,AAPL,2246804.02244268,cl
2026-09-05 06:06:55.000 UTC,11987,04391780F519B7D3BA59C9590459D76E23D225C4,uniswap,USDG,USAR,2237140.1419690694,3
2026-09-05 05:46:50.000 UTC,8962,6F7368F0DD18A4E1DB631095363D109E6ADE9293,ramsesxyz,AAPL,USDG,2232249.8582428508,cl
2026-09-05 05:57:50.000 UTC,12919,04391780F519B7D3BA59C9590459D76E23D225C4,uniswap,USAR,USDG,2221284.2330271937,3
2026-09-05 06:05:48.000 UTC,11600,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,CRCL,2129812.829644371,4
2026-09-05 04:30:47.000 UTC,8132,B944CEC30BD4175855215D767ADC81F39E5F7E2B,uniswap,NVDA,USDG,2128399.1799210794,3
2026-09-05 06:03:12.000 UTC,16326,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,F,USDG,2123909.6740439446,4
2026-09-05 06:05:04.000 UTC,15811,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,F,2123855.840462753,4
2026-09-05 06:06:24.000 UTC,11490,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,CRCL,USDG,2082610.431697146,4
2026-09-05 05:18:12.000 UTC,10333,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,MRNA,2072685.4995552907,4
2026-09-05 05:31:31.000 UTC,14170,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,COIN,2060158.0982797241,4
2026-09-05 06:06:30.000 UTC,6150,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,USDG,EWY,2059058.357620988,4
2026-09-05 05:45:51.000 UTC,11864,8366A39CC670B4001A1121B8F6A443A643E40951,uniswap,MRNA,USDG,2056747.79518837,4
