t,o,h,l,c,v
1785189600000,197.0109468468796,197.49847318098105,196.29117531419485,196.4217800844379,924.5027233828064
1785193200000,196.4217800844379,197.1235054437154,195.85369520442956,195.9244268946604,1206.1996090087825
1785196800000,195.9244268946604,196.74931059817692,194.99470472948644,196.25040360642524,2652.522522196612
1785200400000,196.25040360642524,196.7901833355636,194.82482400141964,195.74338527032353,3507.6470055889827
1785204000000,195.74338527032353,195.74338527032353,193.35644200458412,194.01233994663934,1190.2953026698085
1785207600000,194.01233994663934,195.83730974662217,193.76287841916894,195.83730974662217,1068.727015089796
1785211200000,195.83730974662217,195.83730974662217,193.79802751477496,193.90018785815914,938.3092777033514
1785214800000,193.90018785815914,194.58084379291992,193.0868999381192,193.2941040665328,1452.0692726514208
1785218400000,193.2941040665328,194.61676635114404,192.90880807033747,193.69396167190402,1016.0423376165852
1785222000000,193.69396167190402,195.0244318657714,193.69396167190402,193.95531050493824,611.4909932062055
1785225600000,193.95531050493824,195.66587250616453,193.071558139356,194.87873318536467,2530.6823027625805
1785229200000,194.87873318536467,195.5226311038135,193.8397734090506,194.90629446777083,1394.098673480633
1785232800000,194.90629446777083,195.2414305394146,193.70555035131622,195.13285707833765,1662.2686037621536
1785236400000,195.13285707833765,195.7828939866343,193.95810619064568,195.7828939866343,3132.4435345160286
1785240000000,195.7828939866343,196.5604511888654,194.9387111478005,195.3872345458237,2367.355612139427
1785243600000,195.3872345458237,196.95392191612012,192.8542979647609,193.5750741938864,8717.891754366547
1785247200000,193.5750741938864,197.8111085704997,192.61070769685793,196.55219458314613,9678.381552797378
1785250800000,196.55219458314613,198.85952978457905,195.5040854583672,198.14835468477736,7352.5839096411955
1785254400000,198.14835468477736,199.10255903660158,196.66172181028017,197.99748494247746,4065.3388049971763
1785258000000,197.99748494247746,198.8096137024963,196.55995448999536,196.89599492467698,3278.168368338147
1785261600000,196.89599492467698,197.6164059079435,196.03378425377664,197.4875978485305,2901.907016497842
1785265200000,197.4875978485305,198.65769664724266,196.50286733016276,196.98866179256567,3560.810145427464
1785268800000,196.98866179256567,197.94644390815736,196.06221352307458,197.05435395530074,2672.4552978843394
1785272400000,197.05435395530074,198.1105094411004,196.81302048098647,197.60149499016055,205.13901418158494
1785276000000,197.60149499016055,197.63278767129515,195.9170507442567,195.9170507442567,1143.434929868236
1785279600000,195.9170507442567,197.90911866223067,195.37404732620945,197.37735289866552,2518.0109667542547
1785283200000,197.37735289866552,198.7981412001581,196.98194421412813,197.89920332736355,3637.0702534876236
1785286800000,197.89920332736355,197.89920332736355,195.94350633249437,195.9483847782665,2722.449925660427
1785290400000,195.9483847782665,197.11115759358282,195.29708366820637,196.58387627156483,2109.848183261601
1785294000000,196.58387627156483,198.1004237483936,195.48151555238462,195.5940441390624,1240.9840693087729
1785297600000,195.5940441390624,195.5940441390624,193.8115124067445,194.79324252738155,2159.0218295674017
1785301200000,194.79324252738155,195.99093958223818,194.75211122388907,195.35639697965536,2636.220750095054
1785304800000,195.35639697965536,196.38525090173354,194.5587148707033,196.31598083117242,2031.960945538011
1785308400000,196.31598083117242,197.0463205285504,195.83541588665153,196.0541470715279,1299.3229814786903
1785312000000,196.0541470715279,196.68042130541653,195.5214336758008,195.70655829436114,5700.42380684475
1785315600000,195.70655829436114,198.376826407146,195.70655829436114,198.14336029604527,3114.2993834861168
1785319200000,198.14336029604527,198.42918074012945,197.18978418481458,197.18978418481458,2883.828397552971
1785322800000,197.18978418481458,198.6198703771482,196.4676617703025,197.306782653204,1429.884203216211
1785326400000,197.306782653204,197.98614440984258,196.44895868772156,197.29219837282858,1429.5152301371681
1785330000000,197.29219837282858,197.35746354488344,193.38131268554616,193.38131268554616,7863.393371585541
1785333600000,193.38131268554616,193.76269328936553,191.37346515089226,192.58294726634895,5461.027351014298
1785337200000,192.58294726634895,193.3943915612559,191.37472743707227,191.71243706660294,2555.4658004426947
1785340800000,191.71243706660294,192.49591876702948,191.34611332017735,191.40521662650778,2419.3526539561585
1785344400000,191.40521662650778,193.18675230434198,191.40521662650778,192.14628639286394,1810.1489489255337
1785348000000,192.14628639286394,196.4229760252244,192.14628639286394,196.4229760252244,6299.217767556269
1785351600000,196.4229760252244,196.4831560063487,190.6060026017102,190.92772289921948,5868.523320485445
1785355200000,190.92772289921948,191.10662163241454,189.05533040216048,190.27543361146508,1814.3041888032265
1785358800000,190.27543361146508,190.53276746419812,188.89006792234676,189.0674383602822,737.8387955643998
1785362400000,189.0674383602822,192.3725872607416,189.0674383602822,191.18546463092832,2231.7340277616813
1785366000000,191.18546463092832,192.10719572459942,190.97137007584274,190.9732004431219,1037.8658128733957
1785369600000,190.9732004431219,192.35791577622436,190.9732004431219,191.43522026394442,1579.628823516077
