cluster_id,n_launches,fee_revenue_usd,vol_usd_24h,n_zero_volume_tokens,zero_volume_share,cost_usd,fee_to_cost_ratio,fee_per_launch_usd,vol_per_launch_usd
0x919968a4238a54b381f022a360260ef5d7e015ac,114,627.592977143146,62759.29771431459,1,0.008771929824561403,143.29889814836898,4.379607835458358,5.505201553887245,550.5201553887244
0xcc4bc7882d5ec4a3716e589ab3d816b61ae47a1a,111,676.8294071374363,67682.94071374362,4,0.036036036036036036,139.52787451288557,4.850854422461157,6.09756222646339,609.756222646339
0xe209e0047731aa494289e1af9a0d03da19c5ef08,111,2220.485071356081,222048.50713560806,1,0.009009009009009009,139.52787451288557,15.914275761084689,20.004370012216945,2000.4370012216941
0xc1e4ee3223d7700062c5db82694db7af1b4ceeb5,106,179.08554772943035,17908.554772943036,0,0.0,133.24283512041325,1.3440538665181392,1.6894862993342485,168.94862993342488
0x09e20ee72e7fdaca726ec0fc23abadeea4d3d962,91,68.88389636512666,6888.389636512667,0,0.0,114.38771694299629,0.6021966187108543,0.756965894122271,75.69658941222711
0x32f0a1e32536ea119938d791ec52d482e1fde5f2,86,70.85852523528463,7085.852523528463,0,0.0,108.10267755052396,0.6554742846417239,0.8239363399451701,82.39363399451702
0x963aab4a32fcb9a921de558a067bc356578d2551,83,211.8190485357863,21181.904853578628,51,0.6144578313253012,104.33165391504058,2.0302472029080927,2.5520367293468227,255.20367293468226
0x401edcf54a8d9faa68a07b6c0b32184f4cf3e780,77,1225.1520078359242,122515.20078359243,0,0.0,96.78960664407379,12.657888076156755,15.911065036830184,1591.1065036830187
0x0646eaaec936efabee6ee1f4ade8b8a4114a2726,76,30.968061433503074,3096.806143350307,69,0.9078947368421053,95.53259876557932,0.3241622423513612,0.4074744925460931,40.74744925460931
0x862d2fc5f1d49bf9e7aa40b40d6c1063fd0d3112,71,10587.029606382337,1058702.9606382337,0,0.0,89.247559373107,118.62542438972882,149.11309304763856,14911.309304763854
0xd9448ddcd3e3c6a48988d291859666167e825114,67,15581.924286552388,1558192.4286552388,0,0.0,84.21952785912913,185.01557397253157,232.56603412764758,23256.603412764758
0x79dee61d11b4d05cc411a591ed0b975356bac43f,58,42.57996402950573,4257.996402950573,10,0.1724137931034483,72.90645695267895,0.5840355684427637,0.734137310853547,73.4137310853547
0xd66a5a78ac424396d0d6b88ae2de036a3887b4b2,57,376.85064672357817,37685.06467235782,0,0.0,71.64944907418449,5.25964472292584,6.611414854799617,661.1414854799617
0x6c8ab6bd67d4df8d131e952edcb00b7e77183b60,52,287.4843673110832,28748.43673110832,0,0.0,65.36440968171216,4.398178897521909,5.528545525213138,552.8545525213138
0xd404e0485e39d3a76e1ac4761db37d3bddc68e73,47,35083.86446716365,3508386.4467163654,0,0.0,59.07937028923984,593.8428980437778,746.4652014290139,74646.5201429014
0x015d8c7b1024d1f705a2dc208f23ca5cef20ee82,46,55.921224191095114,5592.122419109512,5,0.10869565217391304,57.82236241074538,0.9671210559308284,1.2156787867629373,121.56787867629373
0x9dc86e37dba30331148df1a0236a0010e8d25f8a,44,560.3513624607228,56035.13624607228,3,0.06818181818181818,55.308346653756445,10.13140685561724,12.7352582377437,1273.52582377437
0x7160cc4e2546418f842a46315fd90400cedf41e1,44,5996.88340024801,599688.340024801,0,0.0,55.308346653756445,108.42637256524667,136.29280455109114,13629.280455109112
0xf96d8a601bd98a8b00038707dfa07ad9a5c8bcea,42,1.5126785965214062,151.2678596521406,31,0.7380952380952381,52.79433089676752,0.028652292222042807,0.036016157060033485,3.6016157060033476
0x5f45757566708eda794bcc6ab5386822e0734e21,40,212.20944749444607,21220.944749444607,0,0.0,50.28031513977859,4.220527395353564,5.305236187361151,530.5236187361152
0x31b1f075cbc0ef27d3a836e4ce85c64a21abac3c,40,642.605377455363,64260.537745536305,0,0.0,50.28031513977859,12.78045644043656,16.065134436384078,1606.5134436384076
0xa1e37ef0eb0b6de1d5ad7a336e0b5206afd56d39,39,715.5098821084027,71550.98821084027,29,0.7435897435897436,49.023307261284124,14.595300115002086,18.34640723354879,1834.6407233548787
0x864e00a78b363a5ffaec3dc1febf53609e313252,39,896.0243710612654,89602.43710612653,0,0.0,49.023307261284124,18.277517799556854,22.97498387336578,2297.4983873365777
0x9f677f45629028efd6b4725dd9ddae7b06e65a20,38,12.928939927537328,1292.8939927537328,0,0.0,47.76629938278966,0.270670746836119,0.3402352612509823,34.023526125098236
0xb834a3186bac6f4a344de340341fcf94061742f8,37,4827.946668871993,482794.66688719933,0,0.0,46.50929150429519,103.80606783541577,130.48504510464846,13048.504510464847
0x786a0c878875c1b83362c707f56b5c40f93bbf63,36,25.165195957111795,2516.5195957111796,0,0.0,45.25228362580073,0.5561088621561583,0.6990332210308832,69.90332210308833
0x891119192d53e3a1312b86dbea395055d0023060,34,23.251905823719614,2325.190582371961,24,0.7058823529411765,42.7382678688118,0.5440535375718318,0.6838795830505768,68.38795830505768
0x25fc680da23c9ab6dd4d24fc5b114d4592355f9e,33,50.630622420033816,5063.0622420033815,0,0.0,41.481259990317334,1.2205661648622088,1.5342612854555702,153.42612854555702
0x57ea46606c1ee52062b464377d922b63239506e9,33,4205.585339424634,420558.5339424634,0,0.0,41.481259990317334,101.38518792356628,127.44197998256467,12744.197998256466
0x788d6e9b7fc4d5fa3bd19685d4736e7f76591414,32,7.285429496435865,728.5429496435864,0,0.0,40.22425211182287,0.18112032204309156,0.22766967176362077,22.766967176362076
0xc65d35956345c28433d7de865a1abf8d992d4b34,32,4977.184270709763,497718.4270709763,0,0.0,40.22425211182287,123.73590581307165,155.5370084596801,15553.70084596801
0x81628cf1df88ff696667c4125d6d0a9b3b3047bb,32,13.965689912484686,1396.5689912484686,13,0.40625,40.22425211182287,0.34719576323408724,0.43642780976514645,43.64278097651464
0x3b1f1224afd1b5cffc47be43a850893b45bedfa4,31,5204.5648432103735,520456.48432103737,0,0.0,38.96724423332841,133.5625586466016,167.8891884906572,16788.91884906572
0x276fa845aeac561d366fa3a2cbb5077966f5208f,31,4527.345628740214,452734.56287402136,0,0.0,38.96724423332841,116.18336676905696,146.04340737871658,14604.340737871657
0xed70d967451ae167f62562743fac430562b46e4b,30,2.6682244519218807,266.82244519218807,29,0.9666666666666667,37.71023635483394,0.07075597264401264,0.08894081506406269,8.89408150640627
0x935fe6187561dab2d09132187493422eea2b97df,30,3360.9692533506777,336096.9253350678,0,0.0,37.71023635483394,89.12617841282363,112.0323084450226,11203.230844502259
0xfaf66e683a61b844288344fa2d61eb3a729bf404,30,4441.40077009283,444140.07700928295,0,0.0,37.71023635483394,117.77706000836302,148.04669233642764,14804.669233642764
0x931f0f17a1762b595aaaf8845bbed080e74c044c,29,125.88958254261125,12588.958254261124,13,0.4482758620689655,36.453228476339476,3.4534549559669814,4.34102008767625,434.10200876762497
