gas_price_median,gas_used_max,gas_used_mean,gas_used_median,gas_used_min,n_nonzero_value,n_success,n_tx,value_max,value_median_when_nonzero
22951601.38532568,30348571,7090291.084302473,7107605.621296291,25578,39381,39382,39501,4500500000000000000,51235326334078120
