cut_pnl_1_1500,cut_pnl_1_3000,cut_pnl_5_1500,cut_pnl_5_3000,n_cut_1_1500,n_cut_1_3000,n_cut_5_1500,n_cut_5_3000,n_gated_1,n_gated_5,total_network_pnl_usd
236096556.10920584,237188923.61859372,230399940.36303955,231680616.5363112,498,280,374,223,149993,98629,-10045654422.80586
