table_name
partyfactory_call_acceptownership
partyfactory_call_allowedpairedasset
partyfactory_call_computetokenaddress
partyfactory_call_fee
partyfactory_call_getpairedassetcurve
partyfactory_call_initialfdvusd
partyfactory_call_launch
partyfactory_call_locker
partyfactory_call_max_fdv_usd
partyfactory_call_max_price_age
partyfactory_call_maxusabletick
partyfactory_call_min_fdv_usd
partyfactory_call_min_price_age
partyfactory_call_npm
partyfactory_call_owner
partyfactory_call_paused
partyfactory_call_pendingowner
partyfactory_call_removepairedassetcurve
partyfactory_call_renounceownership
partyfactory_call_sequencer_grace_period
partyfactory_call_sequenceruptimefeed
partyfactory_call_setinitialfdvusd
partyfactory_call_setlocker
partyfactory_call_setpairedassetcurve
partyfactory_call_setpaused
partyfactory_call_setsequenceruptimefeed
partyfactory_call_starttickfor
partyfactory_call_sushifactory
partyfactory_call_tick_spacing
partyfactory_call_total_supply
partyfactory_call_transferownership
partyfactory_call_uniswapv3swapcallback
partyfactory_call_usdg
partyfactory_call_validatepairedassetcurve
partyfactory_call_weth
partyfactory_evt_fallbacktickused
partyfactory_evt_initialfdvset
partyfactory_evt_lockerset
partyfactory_evt_ownershiptransferred
partyfactory_evt_ownershiptransferstarted
partyfactory_evt_pairedassetcurveremoved
partyfactory_evt_pairedassetcurveset
partyfactory_evt_pausedset
partyfactory_evt_sequenceruptimefeedset
partyfactory_evt_tokenlaunched
