table_name
base_trades
poolmanager_call_allowance
poolmanager_call_approve
poolmanager_call_balanceof
poolmanager_call_burn
poolmanager_call_clear
poolmanager_call_collectprotocolfees
poolmanager_call_createaccount
poolmanager_call_donate
poolmanager_call_extsload
poolmanager_call_exttload
poolmanager_call_getaddress
poolmanager_call_implementation
poolmanager_call_initcodehash
poolmanager_call_initialize
poolmanager_call_isoperator
poolmanager_call_mint
poolmanager_call_modifyliquidity
poolmanager_call_owner
poolmanager_call_protocolfeecontroller
poolmanager_call_protocolfeesaccrued
poolmanager_call_setoperator
poolmanager_call_setprotocolfee
poolmanager_call_setprotocolfeecontroller
poolmanager_call_settle
poolmanager_call_settlefor
poolmanager_call_supportsinterface
poolmanager_call_swap
poolmanager_call_sync
poolmanager_call_take
poolmanager_call_transfer
poolmanager_call_transferfrom
poolmanager_call_transferownership
poolmanager_call_unlock
poolmanager_call_updatedynamiclpfee
poolmanager_evt_approval
poolmanager_evt_donate
poolmanager_evt_initialize
poolmanager_evt_modifyliquidity
poolmanager_evt_operatorset
poolmanager_evt_ownershiptransferred
poolmanager_evt_protocolfeecontrollerupdated
poolmanager_evt_protocolfeeupdated
poolmanager_evt_smartvaultcreated
poolmanager_evt_swap
poolmanager_evt_transfer
swaps
uniswapv4initializer_call_airlock
uniswapv4initializer_call_deployer
uniswapv4initializer_call_exitliquidity
uniswapv4initializer_call_initialize
uniswapv4initializer_call_poolmanager
uniswapv4initializer_evt_create
