executor,n_profitable_txs,total_profit_usd
FD656E98BE399319C540E2988DD4D3D44313B3C4,26,70339.9184349691
6FCD7818405B866B5F1AB54366AC747460839334,2,70240.65094240649
000000002BC7A2338F31D4FF62A96897C9422296,55,69991.88710402303
765D40EED4E8E888876C26DB2D16D2177819293D,33,69493.00737197394
787F29C043E961DB504D23B97D6BBABB9579B953,88,69416.226543
50F27CDB650879A41FB07038BF2B818845C20E17,2,69325.06306640856
6FB9792B8445D75D9B909B43394B8C1A62876994,1,69261.56641481118
9F623D10CEB84B3A76119681ECB57369098815A4,42,69170.40411092978
A60E892AB5FBF4754E3052B7643E48A1BD6B3065,146,68500.87424039062
CBED1D8BC06C32C80E38A549DED2F0E4896A2AF3,2,68467.31687753278
BF732EA04197942783E34730ED6E0F6099575D58,2,68404.3146875944
24AA67F7E7FD31C03A4AF87228AD8569F53BC1C8,102,67879.46591091584
4AB990595B8D586BF0AAAC3FC43978ECA4B71ED3,94,67758.14204909271
76C6C55146E7FE3F1E8BFE54F4C1761DD624E6F1,63,67706.17576799612
76C2CD1B8A249F465F8445C455CB78E0EED36F1E,5,67376.10615389305
2B60A5A2633F57950ED5A4D6A0556E119CC34DBE,116,67139.12707086759
CF57BFBC6E4ACDA88147634148AB17CBBE875EE4,72,67098.05368069347
FFEC0DF753B6171E8CD6CF3D13D872C012242F00,4,66972.78866885371
8D10551FBB0DA1EADF34B25210FE75F278FA9321,26,66933.02033606287
0000000078A58B8C350632FBD500F8AE13EEBF4B,62,66929.95344753221
13F7C86F2BF36DAB35A75F0232E49E833D13BAD0,47,66918.31922621543
20DBD10444DB7005DFA92218905D3E2A61A62CCC,7,66548.17724974497
98C20929ADE67C3B14D9535AC863AD94961CB50A,1,66386.13066622452
5EF8E3DB162C5E127DFD1F0D4179CF347C4F3788,4,66291.63977764628
2C4C269183F4C463FF7DCFF12A28CBB7D822C36E,2,66116.90286187174
D71212365401AA8C623CD2A9CA466152989070FD,234,66096.96804382163
