avg_profit_usd,n_captures,pool_key,token0,token1,total_profit_usd,version
31.6514939030966,1,5FC5360D0400A0FD4F2AF552ADD042D716F1D168-E81880C1C5054245E036359F5C7BE31606E79F56-80909-0000000000000000000000000000000000000000,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,E81880C1C5054245E036359F5C7BE31606E79F56,31.6514939030966,v4
23.688452,1,69BFAF19C9F377BB306A89AED9F6B07E2C1A8D9A,0BD7D308F8E1639FAB988DF18A8011F41EACAD73,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,23.688452,v3
23.688452,1,BD5CD6515CA6285941FBC177381DC8ED4844E6B8,0BD7D308F8E1639FAB988DF18A8011F41EACAD73,98096D17E191B3DA1D5F99A6D7B3584351B11E18,23.688452,v3
10.662339908848047,2,385F4F8AE47651CE5F58F5265395A669F8281E18-5FC5360D0400A0FD4F2AF552ADD042D716F1D168-7993-08E52564BAD99E05A694B4809F397EDCA417A080,385F4F8AE47651CE5F58F5265395A669F8281E18,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,21.324679817696094,v4
20.076201,1,0000000000000000000000000000000000000000-2E8C31162B855A2FFA90F6F8634643AD6F111E18-11032-0000000000000000000000000000000000000000,0000000000000000000000000000000000000000,2E8C31162B855A2FFA90F6F8634643AD6F111E18,20.076201,v4
20.076201,1,0000000000000000000000000000000000000000-5FC5360D0400A0FD4F2AF552ADD042D716F1D168-125-0000000000000000000000000000000000000000,0000000000000000000000000000000000000000,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,20.076201,v4
19.898916,1,D78480CAFEF722D75519E13B9F516E5704D0D659,0BD7D308F8E1639FAB988DF18A8011F41EACAD73,2E8C31162B855A2FFA90F6F8634643AD6F111E18,19.898916,v3
19.545852,1,2E8C31162B855A2FFA90F6F8634643AD6F111E18-5FC5360D0400A0FD4F2AF552ADD042D716F1D168-25975-0000000000000000000000000000000000000000,2E8C31162B855A2FFA90F6F8634643AD6F111E18,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,19.545852,v4
15.073169,1,E547C18F46DB55AB788343BCC503F9CF0BD7D564,2E8C31162B855A2FFA90F6F8634643AD6F111E18,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,15.073169,v3
14.058652,1,12D5EE7917CA430073C3A638EE1E6F0648A98A01-2E8C31162B855A2FFA90F6F8634643AD6F111E18-9991-0000000000000000000000000000000000000000,12D5EE7917CA430073C3A638EE1E6F0648A98A01,2E8C31162B855A2FFA90F6F8634643AD6F111E18,14.058652,v4
14.058652,1,12D5EE7917CA430073C3A638EE1E6F0648A98A01-5FC5360D0400A0FD4F2AF552ADD042D716F1D168-31081-0000000000000000000000000000000000000000,12D5EE7917CA430073C3A638EE1E6F0648A98A01,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,14.058652,v4
13.690161,1,385F4F8AE47651CE5F58F5265395A669F8281E18-5FC5360D0400A0FD4F2AF552ADD042D716F1D168-7993-0000000000000000000000000000000000000000,385F4F8AE47651CE5F58F5265395A669F8281E18,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,13.690161,v4
12.70963302665679,1,BE98B75361935B18D688409424A869A4C3DC7401-F6589F11BC40B669E584073F428B05562F568733-0-778B0C4EEA7D35D66513B587BA87FC9084B0EACC,BE98B75361935B18D688409424A869A4C3DC7401,F6589F11BC40B669E584073F428B05562F568733,12.70963302665679,v4
12.70963302665679,1,0EBD4650C9E641E9745B5A508A2D46935DFE753E,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,F6589F11BC40B669E584073F428B05562F568733,12.70963302665679,v3
12.70963302665679,1,5FC5360D0400A0FD4F2AF552ADD042D716F1D168-BE98B75361935B18D688409424A869A4C3DC7401-9991-0000000000000000000000000000000000000000,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,BE98B75361935B18D688409424A869A4C3DC7401,12.70963302665679,v4
10.644159604678492,1,98096D17E191B3DA1D5F99A6D7B3584351B11E18-CCEE82FE024C36FA15E1005EDE3E9E4787E23D09-1000-4E3468951D49F2EEA976ED0D6E75FFCB44A9A544,98096D17E191B3DA1D5F99A6D7B3584351B11E18,CCEE82FE024C36FA15E1005EDE3E9E4787E23D09,10.644159604678492,v4
10.644159604678492,1,C8C90D3A1C1A24967E773AC2AD0D456BA3E31F64,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,CCEE82FE024C36FA15E1005EDE3E9E4787E23D09,10.644159604678492,v3
10.618892600167168,1,3DF3644BCF4CE0D993E18C86C3080E53BFEA06F1-5FC5360D0400A0FD4F2AF552ADD042D716F1D168-20971-0000000000000000000000000000000000000000,3DF3644BCF4CE0D993E18C86C3080E53BFEA06F1,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,10.618892600167168,v4
10.370000716675028,1,385F4F8AE47651CE5F58F5265395A669F8281E18-5FC5360D0400A0FD4F2AF552ADD042D716F1D168-7660-0000000000000000000000000000000000000000,385F4F8AE47651CE5F58F5265395A669F8281E18,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,10.370000716675028,v4
10.294307881323599,1,0BD7D308F8E1639FAB988DF18A8011F41EACAD73-F24F8F6B08FE87CF062E833A732AD7F636064BC8-5000-1AF6269A7E53422406FF2410B8ED5590F610AACC,0BD7D308F8E1639FAB988DF18A8011F41EACAD73,F24F8F6B08FE87CF062E833A732AD7F636064BC8,10.294307881323599,v4
10.294307881323599,1,5FC5360D0400A0FD4F2AF552ADD042D716F1D168-F24F8F6B08FE87CF062E833A732AD7F636064BC8-150850-0000000000000000000000000000000000000000,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,F24F8F6B08FE87CF062E833A732AD7F636064BC8,10.294307881323599,v4
10.14909,1,12F190A9F9D7D37A250758B26824B97CE941BF54-B796A2CC2F85ECC4772A96B7A58A0D626CC6AEC8-10990-0000000000000000000000000000000000000000,12F190A9F9D7D37A250758B26824B97CE941BF54,B796A2CC2F85ECC4772A96B7A58A0D626CC6AEC8,10.14909,v4
10.14909,1,8AC92DA74AB5F3B1D024DC1943AD7E15DC4179EF,12F190A9F9D7D37A250758B26824B97CE941BF54,5FC5360D0400A0FD4F2AF552ADD042D716F1D168,10.14909,v3
