median_profit_usd,n_candidates_total,n_closed_cycle,n_closed_cycle_priced,n_distinct_profitable_executors,n_profitable_arb_txs,p90_profit_usd,total_profit_usd
3.201494200139588,1241488,62031,60064,1339,17195,27.66678399973252,283298.79546907695
