n_trades,token_address,vol_usd,week_start
577,0xdf0992e440dd0be65bd8439b609d6d4366bf1cb5,36849.95898758741,2026-07-22 00:00:00
1048,0xdf0992e440dd0be65bd8439b609d6d4366bf1cb5,50986.23334519569,2026-07-29 00:00:00
2862,0xdf0992e440dd0be65bd8439b609d6d4366bf1cb5,514672.46041264606,2026-08-05 00:00:00
1841,0xdf0992e440dd0be65bd8439b609d6d4366bf1cb5,302960.97408789024,2026-08-12 00:00:00
5342,0xdf0992e440dd0be65bd8439b609d6d4366bf1cb5,741717.4602741377,2026-08-19 00:00:00
21488,0xdf0992e440dd0be65bd8439b609d6d4366bf1cb5,2447141.216570063,2026-08-26 00:00:00
3,0xe93237c50d904957cf27e7b1133b510c669c2e74,0.2999292,2026-07-01 00:00:00
193,0xe93237c50d904957cf27e7b1133b510c669c2e74,6223.133142476994,2026-07-08 00:00:00
8211,0xe93237c50d904957cf27e7b1133b510c669c2e74,962357.1817710355,2026-07-15 00:00:00
17940,0xe93237c50d904957cf27e7b1133b510c669c2e74,2539810.575513524,2026-07-22 00:00:00
8940,0xe93237c50d904957cf27e7b1133b510c669c2e74,1274646.4942906373,2026-07-29 00:00:00
5675,0xe93237c50d904957cf27e7b1133b510c669c2e74,279021.53980776406,2026-08-05 00:00:00
21933,0xe93237c50d904957cf27e7b1133b510c669c2e74,1039831.3435969068,2026-08-12 00:00:00
10021,0xe93237c50d904957cf27e7b1133b510c669c2e74,415220.62105142075,2026-08-19 00:00:00
66510,0xe93237c50d904957cf27e7b1133b510c669c2e74,7865158.603913688,2026-08-26 00:00:00
5,0xec262a75e413fafd0df80480274532c79d42da09,10.268133171177,2026-07-01 00:00:00
18,0xec262a75e413fafd0df80480274532c79d42da09,33.552349991317,2026-07-08 00:00:00
7,0xec262a75e413fafd0df80480274532c79d42da09,195.66668286488297,2026-07-15 00:00:00
30415,0xec262a75e413fafd0df80480274532c79d42da09,1762006.2613954267,2026-07-22 00:00:00
1774,0xec262a75e413fafd0df80480274532c79d42da09,283744.791957839,2026-07-29 00:00:00
1382,0xec262a75e413fafd0df80480274532c79d42da09,227290.82648068844,2026-08-05 00:00:00
8518,0xec262a75e413fafd0df80480274532c79d42da09,725904.5693248778,2026-08-12 00:00:00
18035,0xec262a75e413fafd0df80480274532c79d42da09,3302480.0237983176,2026-08-19 00:00:00
146528,0xec262a75e413fafd0df80480274532c79d42da09,30378203.7484757,2026-08-26 00:00:00
12,0xff080c8ce2e5feadaca0da81314ae59d232d4afd,206.08258746674193,2026-07-01 00:00:00
303,0xff080c8ce2e5feadaca0da81314ae59d232d4afd,8028.722743789808,2026-07-08 00:00:00
1686,0xff080c8ce2e5feadaca0da81314ae59d232d4afd,41601.19672401903,2026-07-15 00:00:00
14394,0xff080c8ce2e5feadaca0da81314ae59d232d4afd,3205530.4376126057,2026-07-22 00:00:00
10475,0xff080c8ce2e5feadaca0da81314ae59d232d4afd,2032582.572938342,2026-07-29 00:00:00
6209,0xff080c8ce2e5feadaca0da81314ae59d232d4afd,1139086.666490047,2026-08-05 00:00:00
13295,0xff080c8ce2e5feadaca0da81314ae59d232d4afd,1182929.530525454,2026-08-12 00:00:00
9651,0xff080c8ce2e5feadaca0da81314ae59d232d4afd,981682.7763970306,2026-08-19 00:00:00
48309,0xff080c8ce2e5feadaca0da81314ae59d232d4afd,9032981.784110028,2026-08-26 00:00:00
