entry_n,entry_qty,entry_vol,exit12h_n,exit12h_qty,exit12h_vol,exit4h_n,exit4h_qty,exit4h_vol,p_n,p_qty,p_vol,t_checkpoint,token_address
33,7.154905704927233,5288.980236014415,40,0.8410744399803708,624.1241230392533,57,0.1101429583439095,80.72004404508621,17,0.2059643327517332,152.3881520705154,2026-07-24 00:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
18,0.1269373172193082,93.93340196214284,37,1.576311956620584,1170.192974617889,24,0.2891447760676707,213.47791625216084,19,0.4210175083003147,311.3933613349725,2026-07-24 01:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
55,0.3075740192499558,227.41643502438623,52,22.195856320640605,16467.46178437554,13,0.1711149480472366,126.32858787709158,71,3.9161486960508975,2898.0920074860983,2026-07-24 02:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
25,0.2943779872444902,215.8180204267156,26,3.245357814139574,2409.346680962188,749,78.80115004619728,58383.89412113372,30,1.642847703300116,1216.3705523155436,2026-07-24 03:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
20,0.290897492972746,214.90717279967487,6056,952.9828603564144,710877.790847832,32,1.8515933046434496,1371.1285343125578,57,0.1101429583439095,80.72004404508621,2026-07-24 04:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
16,0.5788291334753811,430.0489033295978,290,39.53851683739708,29376.89991353209,100,10.803600016145332,7993.280907372638,24,0.2891447760676707,213.47791625216084,2026-07-24 05:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
10,0.9427309134038728,698.7878031844683,184,48.08379695790951,35642.3372780797,26,5.547339638964233,4112.590434075995,13,0.1711149480472366,126.32858787709158,2026-07-24 06:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
140,11.73784085694711,8682.16872273644,156,27.707640869718663,20539.23778400493,34,0.085103124950949,62.817468050667976,749,78.80115004619728,58383.89412113372,2026-07-24 07:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
171,15.251050497050247,11295.9164542569,95,20.38562108887881,15092.991830987376,40,0.8410744399803708,624.1241230392533,32,1.8515933046434496,1371.1285343125578,2026-07-24 08:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
28,1.6159657048321818,1196.016403475018,46,6.329782533274599,4683.753818885678,37,1.576311956620584,1170.192974617889,100,10.803600016145332,7993.280907372638,2026-07-24 09:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
21,0.4125103068253897,306.02894151885795,49,9.960178969544865,7367.304714150488,52,22.195856320640605,16467.46178437554,26,5.547339638964233,4112.590434075995,2026-07-24 10:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
16,1.0984205106938718,813.256379893121,43,2.891833180490849,2140.763850731801,26,3.245357814139574,2409.346680962188,34,0.085103124950949,62.817468050667976,2026-07-24 11:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
31,0.9850527562229152,731.2271486393187,27,0.966409926769017,716.0075871427023,6056,952.9828603564144,710877.790847832,40,0.8410744399803708,624.1241230392533,2026-07-24 12:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
42,1.733073550206944,1280.790785566446,60,7.32528299405978,5404.841639833488,290,39.53851683739708,29376.89991353209,37,1.576311956620584,1170.192974617889,2026-07-24 13:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
45,3.417272287591554,2526.220290347489,20,2.0747439068199878,1530.0214897215265,184,48.08379695790951,35642.3372780797,52,22.195856320640605,16467.46178437554,2026-07-24 14:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
280,24.09746690564115,18008.67612407825,200,20.321936398513124,15055.228207577797,156,27.707640869718663,20539.23778400493,26,3.245357814139574,2409.346680962188,2026-07-24 15:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
911,147.46448506710288,109745.79743896364,71,9.98778188419074,7402.89389851026,95,20.38562108887881,15092.991830987376,6056,952.9828603564144,710877.790847832,2026-07-24 16:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
417,92.21401291706636,68557.80661721426,32,5.186360217342674,3829.058344048632,46,6.329782533274599,4683.753818885678,290,39.53851683739708,29376.89991353209,2026-07-24 17:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
102,22.8775601852861,16983.027096938946,25,1.927114404195237,1429.2185670246877,49,9.960178969544865,7367.304714150488,184,48.08379695790951,35642.3372780797,2026-07-24 18:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
135,28.53172708693542,21128.768009549385,19,0.925163882843592,682.8489091352551,43,2.891833180490849,2140.763850731801,156,27.707640869718663,20539.23778400493,2026-07-24 19:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
79,13.904059647734057,10272.46195419282,37,3.461007464405909,2557.8063932020896,27,0.966409926769017,716.0075871427023,95,20.38562108887881,15092.991830987376,2026-07-24 20:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
38,7.539948556701299,5578.187146868811,44,13.12736319628724,9721.020707145748,60,7.32528299405978,5404.841639833488,46,6.329782533274599,4683.753818885678,2026-07-24 21:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
49,4.749446267349893,3510.707144178471,20,2.184135855404889,1617.102663260936,20,2.0747439068199878,1530.0214897215265,49,9.960178969544865,7367.304714150488,2026-07-24 22:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
44,3.65405251543029,2700.389044036811,20,0.6126271543008598,454.0093680497784,200,20.321936398513124,15055.228207577797,43,2.891833180490849,2140.763850731801,2026-07-24 23:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
125,14.49181637579835,10841.3845088535,74,8.483679264924023,6295.834162140439,71,9.98778188419074,7402.89389851026,27,0.966409926769017,716.0075871427023,2026-07-25 00:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
32,4.3266793120422005,3199.2489884220604,16,1.8111855680559976,1340.240701020317,32,5.186360217342674,3829.058344048632,60,7.32528299405978,5404.841639833488,2026-07-25 01:00:00+00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
