entry_n,entry_qty,entry_vol,exit12h_n,exit12h_qty,exit12h_vol,exit4h_n,exit4h_qty,exit4h_vol,p_n,p_qty,p_vol,t_checkpoint,token_address
21,0.7955878534038814,613.4026649463453,70,7.012224662831482,5418.19129110757,320,44.53078484752028,34512.03971451222,94,8.727518857777305,6733.98280279143,2026-08-05 00:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
32,0.5655280297124055,436.3156646440551,49,5.847160872456668,4524.595407263647,211,22.1289667183926,17117.82670953264,34,0.983123570378012,759.4075159750288,2026-08-05 01:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
36,1.2813003490896109,992.0717917057614,267,38.91148519169863,30284.905652785495,177,10.073418219016117,7800.745777345133,21,0.5881764229027835,453.619532029952,2026-08-05 02:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
40,1.0422169642009669,817.8620957800779,283,25.139474469906006,19451.636011424616,181,17.67299246012009,13653.70822402713,37,2.59175445928662,2000.7953116151825,2026-08-05 03:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
606,73.01232171760789,56484.1973726827,106,9.879715318319299,7627.100940247172,95,11.586690535911854,8973.269020869826,320,44.53078484752028,34512.03971451222,2026-08-05 04:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
210,12.469910771551362,9647.950135408324,149,14.43028351992899,11142.536132690186,102,9.458474114483867,7318.950176989867,211,22.1289667183926,17117.82670953264,2026-08-05 05:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
249,16.857550230986583,13052.065933056121,83,4.131013616939818,3186.499573584264,24,0.7536868854589897,582.649846859518,177,10.073418219016117,7800.745777345133,2026-08-05 06:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
190,8.964107307826682,6943.128974859485,65,4.989009550890881,3848.226742371347,63,5.783015100333215,4470.1282761322855,181,17.67299246012009,13653.70822402713,2026-08-05 07:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
55,7.384737675895274,5703.046275386646,69,5.194231855577477,4016.2245421382468,70,7.012224662831482,5418.19129110757,95,11.586690535911854,8973.269020869826,2026-08-05 08:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
52,6.022192842533319,4654.923351798225,62,4.023499114102516,3103.865703038595,49,5.847160872456668,4524.595407263647,102,9.458474114483867,7318.950176989867,2026-08-05 09:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
33,3.5269356554516786,2725.65597145761,43,3.3760469955007877,2607.0842150658978,267,38.91148519169863,30284.905652785495,24,0.7536868854589897,582.649846859518,2026-08-05 10:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
64,4.786780072227186,3702.481191120666,103,10.81448315085557,8349.481751178091,283,25.139474469906006,19451.636011424616,63,5.783015100333215,4470.1282761322855,2026-08-05 11:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
50,3.9597402754466016,3065.5425993093677,152,40.28251720509682,31034.540751037974,106,9.879715318319299,7627.100940247172,70,7.012224662831482,5418.19129110757,2026-08-05 12:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
464,77.8167187085568,60337.11932855081,108,17.472665447241955,13455.079501865637,149,14.43028351992899,11142.536132690186,49,5.847160872456668,4524.595407263647,2026-08-05 13:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
415,45.722463320167904,35536.37885727624,34,1.319855919201883,1017.9168699722821,83,4.131013616939818,3186.499573584264,267,38.91148519169863,30284.905652785495,2026-08-05 14:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
141,13.546238173211256,10481.58124120802,51,3.35571116996472,2586.205161254483,65,4.989009550890881,3848.226742371347,283,25.139474469906006,19451.636011424616,2026-08-05 15:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
240,22.169751422021772,17078.667684268883,271,31.481828551231853,24272.26797325031,69,5.194231855577477,4016.2245421382468,106,9.879715318319299,7627.100940247172,2026-08-05 16:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
111,6.786680845701478,5234.66836415418,49,2.705137842183773,2087.580491217188,62,4.023499114102516,3103.865703038595,149,14.43028351992899,11142.536132690186,2026-08-05 17:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
76,2.040045586453126,1573.9746482026985,31,2.129671291610603,1641.9463622335602,43,3.3760469955007877,2607.0842150658978,83,4.131013616939818,3186.499573584264,2026-08-05 18:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
59,6.442269375593841,4978.9365855529495,41,5.824033915962992,4483.278079350578,103,10.81448315085557,8349.481751178091,65,4.989009550890881,3848.226742371347,2026-08-05 19:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
65,6.47634514527491,5000.340172965499,39,1.453764319251077,1120.0233686032993,152,40.28251720509682,31034.540751037974,69,5.194231855577477,4016.2245421382468,2026-08-05 20:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
130,14.319588057694846,11051.460775052126,73,1.9657052735614222,1513.9581204876322,108,17.472665447241955,13455.079501865637,62,4.023499114102516,3103.865703038595,2026-08-05 21:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
363,36.499881022581704,28190.958456240765,46,4.182767862080009,3225.4079610750755,34,1.319855919201883,1017.9168699722821,43,3.3760469955007877,2607.0842150658978,2026-08-05 22:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
59,7.758559332691439,5993.988897973078,35,2.0031236190344583,1543.3611736554724,51,3.35571116996472,2586.205161254483,103,10.81448315085557,8349.481751178091,2026-08-05 23:00:00,0x117cc2133c37b721f49de2a7a74833232b3b4c0c
